jenis_makanan,manufacturer,serving_size,kalori,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,usia
pop mie mie goreng pedas,PT. Indofood CBP Sukses Makmur Tbk.,6 g,370.0,6.0,49.0,17.0,4.0,0.0,6.0,17.21,10.0,15.08,25.37,0.0,0.0,0.0,0.0,0.0,18.0,26.0,20.0,32
berilla collezione lasagne all'uovo,Tidak Diketahui,11 g,370.0,11.0,71.0,4.0,0.0,30.0,0.0,17.21,18.33,21.85,5.97,2.0,0.0,0.0,19.0,22.0,18.0,0.0,0.0,49
roma sandwich,Tidak Diketahui,2 g,140.0,2.0,17.0,7.0,6.0,80.0,0.0,6.51,3.33,5.23,10.45,5.33,0.0,6.0,0.0,0.0,7.0,11.0,0.0,13
"taoge kacang tunggak, segar",Tidak Diketahui,1 g,40.0,5.0,5.8,0.2,0.0,2.0,2.6,1.86,8.33,1.78,0.3,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
kacang negara,Tidak Diketahui,0.90 g,480.0,18.4,58.5,19.1,0.0,1010.0,11.7,22.33,30.67,18.0,28.51,67.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
piattos sambal geprek flavor,PT. URC Indonesia,2 g,45.0,1.0,13.0,5.0,1.0,100.0,2.0,4.65,1.67,4.0,7.46,6.67,10.0,7.0,0.0,0.0,0.0,8.0,0.0,27
japilus,Tidak Diketahui,2.70 g,500.0,1.2,67.3,25.1,0.0,0.0,0.4,23.26,2.0,20.71,37.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
ribeye,Tidak Diketahui,19.80 g,217.0,19.8,0.11,15.21,0.0,0.0,0.0,10.09,33.0,0.03,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
"ikan bader, segar",Tidak Diketahui,2 g,193.0,19.0,0.0,13.0,0.0,118.0,0.0,8.98,31.67,0.0,19.4,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
nutrijell pudding suus rasa vanila (120 g),PT. Forisa Nusapersada,0 g,40.0,0.0,8.0,0.5,5.0,30.0,0.0,1.86,0.0,2.46,0.75,2.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,30
mie sedaap kari spesial,PT. Indofood Sukses Makmur,3 g,340.0,8.0,48.0,13.0,2.0,0.0,3.0,15.81,13.33,14.77,19.4,0.0,0.0,0.0,0.0,15.0,16.0,20.0,0.0,77
burger carl's jr california classic double cheeseburger,Tidak Diketahui,2 g,600.0,23.0,41.0,39.0,11.0,0.0,2.0,27.91,38.33,12.62,58.21,0.0,0.0,0.0,39.0,0.0,28.0,59.0,0.0,52
the coffe bean & tea leaf matcha ice blended drink,Tidak Diketahui,16 g,410.0,16.0,67.0,9.0,59.0,0.0,0.0,19.07,26.67,20.62,13.43,0.0,0.0,0.0,27.0,21.0,20.0,0.0,0.0,46
permen mentos spearmint,PT. Perfetti van melle,0 g,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36
teh kotak rasa apel,"PT. Ultrajaya Milk Industry & Trading CO.,Tbk",0 g,100.0,0.0,24.0,0.0,20.0,50.0,0.0,4.65,0.0,7.38,0.0,3.33,0.0,4.0,0.0,8.0,5.0,0.0,0.0,56
santan (dengan air),Tidak Diketahui,0.40 g,122.0,2.0,7.6,10.0,0.0,9.0,1.4,5.67,3.33,2.34,14.93,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
mi basah,Tidak Diketahui,2.10 g,88.0,0.6,14.0,3.3,0.0,63.0,0.1,4.09,1.0,4.31,4.93,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
sagu forno,Tidak Diketahui,0.60 g,291.0,0.5,63.4,4.0,0.0,40.0,0.0,13.53,0.83,19.51,5.97,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
gado-gado,Tidak Diketahui,1.50 g,137.0,6.1,21.0,3.2,0.0,0.0,1.1,6.37,10.17,6.46,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
coklat hershey's milk chocolate,Tidak Diketahui,0.10 g,22.0,0.3,2.8,1.3,2.6,0.0,0.1,1.02,0.5,0.86,1.94,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,58
mie aceh rebus,Tidak Diketahui,1.10 g,113.0,3.0,18.1,3.2,0.0,191.0,0.0,5.26,5.0,5.57,4.78,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
jagung gerontol,Tidak Diketahui,0.80 g,156.0,2.7,33.3,1.3,0.0,0.0,1.0,7.26,4.5,10.25,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
puff pastry sheet,Tidak Diketahui,3 g,200.0,3.0,18.0,13.0,1.0,0.0,0.0,9.3,5.0,5.54,19.4,0.0,0.0,0.0,0.0,6.0,10.0,20.0,0.0,32
melinjo emping tebal goreng asin,Tidak Diketahui,1.60 g,431.0,11.1,63.0,16.2,0.0,0.0,0.0,20.05,18.5,19.38,24.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
"wortel,segar",Tidak Diketahui,0.60 g,36.0,1.0,7.9,0.6,0.0,70.0,1.0,1.67,1.67,2.43,0.9,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
yogurt greek yummy original,PT. Heavenly nutrition indonesia,7 g,140.0,7.0,17.0,4.0,8.0,0.0,0.0,6.51,11.67,5.23,5.97,0.0,0.0,0.0,12.0,0.0,7.0,6.0,0.0,53
sayur sop,Tidak Diketahui,2.70 g,27.0,1.3,1.0,2.0,0.0,0.0,0.3,1.26,2.17,0.31,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
pulut,Tidak Diketahui,0.80 g,216.0,2.6,44.4,3.1,0.0,100.0,0.0,10.05,4.33,13.66,4.63,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
"andaliman, segar",Tidak Diketahui,2.20 g,99.0,4.6,18.0,1.0,0.0,0.0,8.5,4.6,7.67,5.54,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
nutrisari jus mangga,PT.Nutrifood indonesia,0 g,60.0,0.0,13.0,1.0,12.0,0.0,0.0,2.79,0.0,4.0,1.49,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,68
"ikan batung, segar",Tidak Diketahui,1.10 g,115.0,14.5,4.2,4.6,0.0,42.0,0.0,5.35,24.17,1.29,6.87,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
"bihun, mentah",Tidak Diketahui,0.20 g,348.0,4.7,82.1,0.1,0.0,12.0,1.2,16.19,7.83,25.26,0.15,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
"kelapa setengah tua, daging, segar",Tidak Diketahui,1 g,180.0,4.0,10.0,15.0,0.0,4.0,2.4,8.37,6.67,3.08,22.39,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
dancow susu bubuk fortigro full cream,Tidak Diketahui,6 g,120.0,6.0,10.0,7.0,0.0,90.0,0.0,5.58,10.0,3.08,10.45,6.0,0.0,6.0,10.0,0.0,0.0,11.0,0.0,58
pork loin,Tidak Diketahui,19.74 g,198.0,19.74,0.0,12.58,0.0,0.0,0.0,9.21,32.9,0.0,18.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
cake tape,Tidak Diketahui,1.40 g,323.0,4.9,50.1,11.5,0.0,0.0,1.4,15.02,8.17,15.42,17.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
supermi rasa kaldu ayam,PT. Indofood CBP Sukses Makmur Tbk,3 g,100.0,6.0,45.0,11.0,2.0,920.0,3.0,13.95,10.0,13.85,16.42,61.33,30.0,62.0,0.0,0.0,0.0,17.0,0.0,75
"jawawut,mentah",Tidak Diketahui,1.50 g,364.0,9.7,73.4,3.5,0.0,7.0,8.2,16.93,16.17,22.58,5.22,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
"ikan selar kuning cue, mentah",Tidak Diketahui,0.70 g,138.0,27.0,0.0,3.3,0.0,0.0,0.0,6.42,45.0,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
sate ayam,Tidak Diketahui,19.54 g,225.0,19.54,4.87,14.82,0.0,355.0,0.0,10.47,32.57,1.5,22.12,23.67,0.0,24.0,33.0,0.0,0.0,23.0,0.0,15
ademsari chingku herbal tea,PT. Sari Enesis Indonesia,0 g,90.0,0.0,21.0,0.0,21.0,0.0,0.0,4.19,0.0,6.46,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,17
"batatas gembili, segar",Tidak Diketahui,0.70 g,76.0,1.1,16.0,0.9,0.0,10.0,4.2,3.53,1.83,4.92,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
"daun pakis loggiho, segar",Tidak Diketahui,1.60 g,54.0,2.2,3.1,3.6,0.0,70.0,2.1,2.51,3.67,0.95,5.37,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
supermi rasa steak ayam,Tidak Diketahui,4 g,140.0,7.0,54.0,15.0,6.0,590.0,4.0,17.67,11.67,16.62,22.39,39.33,35.0,40.0,0.0,0.0,0.0,23.0,0.0,61
"koro wedus, biji, kering",Tidak Diketahui,3.50 g,338.0,22.2,61.0,1.5,0.0,43.0,5.8,15.72,37.0,18.77,2.24,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
red hot cajun  (classic wings),Tidak Diketahui,1 g,142.0,15.0,1.0,8.0,0.0,0.0,1.0,6.6,25.0,0.31,11.94,0.0,0.0,0.0,25.0,0.0,7.0,12.0,0.0,16
tony roma's the original baby back ribs,Tidak Diketahui,0 g,563.0,30.0,55.0,25.0,50.0,0.0,0.0,26.19,50.0,16.92,37.31,0.0,0.0,0.0,50.0,0.0,27.0,38.0,0.0,51
kerupuk kemplang (ikan) mentah,Tidak Diketahui,5.10 g,325.0,1.8,78.5,0.4,0.0,1123.0,4.5,15.12,3.0,24.15,0.6,74.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
rempeyek kacang uci,Tidak Diketahui,3.40 g,497.0,17.0,50.8,27.6,0.0,0.0,2.4,23.12,28.33,15.63,41.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
ampas kacang hijau,Tidak Diketahui,0.60 g,96.0,3.7,19.1,0.6,0.0,0.0,2.7,4.47,6.17,5.88,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
pronas chicken luncheon,PT. Canning Indonesia,3 g,80.0,4.0,3.0,6.0,0.0,0.0,3.0,3.72,6.67,0.92,8.96,0.0,0.0,0.0,7.0,0.0,0.0,9.0,10.0,24
"susu kerbau, segar",Tidak Diketahui,0.80 g,160.0,6.3,7.1,12.0,0.0,82.0,0.0,7.44,10.5,2.18,17.91,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
"soto sukaraja, masakan",Tidak Diketahui,1.10 g,80.0,3.2,9.0,3.5,0.0,0.0,0.3,3.72,5.33,2.77,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
chitato keripik kentang rasa sapi panggang,PT. Indofood CBP Sukses Makmur Tbk,2 g,110.0,2.0,11.0,6.0,0.0,115.0,0.0,5.12,3.33,3.38,8.96,7.67,0.0,8.0,0.0,0.0,6.0,9.0,0.0,31
manan samin,Tidak Diketahui,0.80 g,379.0,3.4,50.6,18.1,0.0,0.0,0.0,17.63,5.67,15.57,27.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
pizza hut meat lover's,PT. Sarimelati kencana Tbk,2 g,470.0,19.0,36.0,28.0,1.0,0.0,2.0,21.86,31.67,11.08,41.79,0.0,0.0,0.0,32.0,0.0,22.0,42.0,0.0,53
bika ambon,Tidak Diketahui,0.60 g,199.0,2.1,44.4,1.5,0.0,0.0,0.3,9.26,3.5,13.66,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
keju lemnos fetta cheese,Tidak Diketahui,5.40 g,83.0,5.4,0.4,6.9,0.9,0.0,0.0,3.86,9.0,0.12,10.3,0.0,0.0,0.0,9.0,0.0,4.0,11.0,0.0,17
krupuk bocah tua (mentah),PT. . Indosnack Makmur Abadi,1 g,340.0,1.0,84.0,0.0,0.0,1570.0,0.0,15.81,1.67,25.85,0.0,104.67,0.0,105.0,0.0,26.0,16.0,0.0,0.0,19
nissin wafer coklat,PT. Monde Mahkota Biskuit,2 g,50.0,2.0,20.0,6.0,8.0,70.0,0.0,6.51,3.33,6.15,8.96,4.67,15.0,0.0,0.0,0.0,7.0,9.0,0.0,72
richeese nabati,Tidak Diketahui,0 g,40.0,0.0,6.0,1.5,0.0,30.0,0.0,1.86,0.0,1.85,2.24,2.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,65
kfc extra crispy sayap,PT. Fast food indonesia,10 g,170.0,10.0,5.0,13.0,0.0,0.0,0.0,7.91,16.67,1.54,19.4,0.0,0.0,0.0,17.0,0.0,8.0,20.0,0.0,71
kacang uci,Tidak Diketahui,3.70 g,358.0,23.4,60.6,2.4,0.0,13.0,7.4,16.65,39.0,18.65,3.58,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
kecimpring singkong goreng,Tidak Diketahui,3.50 g,464.0,1.2,73.0,18.6,0.0,0.0,1.3,21.58,2.0,22.46,27.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
sariroti sandwich krim keju,PT. Nippon Indosari corporindo Tbk,1 g,130.0,3.0,17.0,6.0,3.0,260.0,1.0,6.05,5.0,5.23,8.96,17.33,0.0,18.0,0.0,0.0,7.0,9.0,0.0,74
susu my protein impact whey protein,PT. Natural Nusantara,0.50 g,105.0,20.0,3.0,1.8,1.6,0.0,0.5,4.88,33.33,0.92,2.69,0.0,0.0,0.0,34.0,0.0,5.0,3.0,0.0,77
"ubi jalar kuning, segar",Tidak Diketahui,1 g,119.0,0.5,25.1,0.4,0.0,3.0,4.2,5.53,0.83,7.72,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
"amparan, tatak",Tidak Diketahui,0.80 g,191.0,1.3,34.0,5.5,0.0,0.0,0.0,8.88,2.17,10.46,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
kluwek,Tidak Diketahui,1.50 g,310.0,10.0,13.5,24.0,0.0,0.0,0.0,14.42,16.67,4.15,35.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
keripik qtela singkong,PT. Arira Pangindo,0 g,100.0,0.0,14.0,5.0,1.0,0.0,0.0,4.65,0.0,4.31,7.46,0.0,0.0,0.0,0.0,5.0,5.0,8.0,0.0,77
milo activ-go 18 gram,PT. Nestle Indonesia,0 g,15.0,2.0,13.0,2.0,8.0,35.0,0.0,3.72,3.33,4.0,2.99,2.33,5.0,0.0,0.0,4.0,4.0,0.0,0.0,16
indomie rasa ayam bawang,PT. Indofood CBP Sukses Makmur Tbk.,2 g,100.0,7.0,43.0,11.0,3.0,1330.0,2.0,13.95,11.67,13.23,16.42,88.67,30.0,89.0,0.0,0.0,0.0,17.0,0.0,11
ketela pohon kukus,Tidak Diketahui,0.60 g,153.0,1.2,36.4,0.3,0.0,2.0,1.3,7.12,2.0,11.2,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
indomie rasa ayam special,PT. Indofood CBP Sukses Makmur Tbk.,2 g,90.0,7.0,44.0,10.0,3.0,1180.0,2.0,13.95,11.67,13.54,14.93,78.67,25.0,79.0,0.0,0.0,0.0,15.0,0.0,62
caotina,Tidak Diketahui,1 g,114.0,1.0,10.4,7.4,10.0,20.0,0.0,5.3,1.67,3.2,11.04,1.33,0.0,0.0,0.0,4.0,6.0,12.0,0.0,79
"jahe, segar",Tidak Diketahui,1.20 g,51.0,1.5,10.1,1.0,0.0,12.0,12.0,2.37,2.5,3.11,1.49,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
"lamtoro biji tua, segar",Tidak Diketahui,1.30 g,148.0,10.6,26.2,0.5,0.0,28.0,17.0,6.88,17.67,8.06,0.75,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
yeo's chrysantenum tea,PT. YHS Indonesia,0 g,90.0,0.0,22.0,0.0,22.0,0.0,0.0,4.19,0.0,6.77,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,14
kue kelapa,Tidak Diketahui,1.50 g,591.0,5.6,47.5,42.1,0.0,33.0,0.0,27.49,9.33,14.62,62.84,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
teajus gula batu,PT.Karunia Alam Segar,0 g,25.0,0.0,6.0,0.0,5.0,0.0,0.0,1.16,0.0,1.85,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,33
sowa,Tidak Diketahui,10 g,48.0,1.6,9.1,0.6,0.0,9.0,45.0,2.23,2.67,2.8,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
nestle cerelac bubur sereal susu rasa ayam sayur,Tidak Diketahui,8 g,210.0,8.0,34.0,5.0,0.0,150.0,0.0,9.77,13.33,10.46,7.46,10.0,0.0,10.0,14.0,11.0,0.0,0.0,0.0,47
nissin ufo fried ramen 100 g,PT. nissin food indonesia,2 g,190.0,8.0,62.0,21.0,6.0,1980.0,2.0,21.86,13.33,19.08,31.34,132.0,45.0,132.0,0.0,0.0,0.0,32.0,0.0,59
ricola herb canndy,Tidak Diketahui,0 g,60.0,0.0,15.0,0.0,0.0,0.0,0.0,2.79,0.0,4.62,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,78
"jagung kuning pipil, rebus",Tidak Diketahui,0.60 g,154.0,3.8,28.4,3.5,0.0,5.0,0.7,7.16,6.33,8.74,5.22,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
"beras tumbuk, mentah",Tidak Diketahui,0.40 g,354.0,7.8,79.9,0.4,0.0,5.0,3.8,16.47,13.0,24.58,0.6,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
mostarda metan-sawi,Tidak Diketahui,1.10 g,33.0,2.3,4.7,0.5,0.0,20.0,1.8,1.53,3.83,1.45,0.75,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
abc minuman asam jawa,PT. Heinz ABC Indonesia,0 g,140.0,0.0,34.0,0.0,0.0,0.0,0.0,6.51,0.0,10.46,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,22
"labu siam, segar",Tidak Diketahui,0.30 g,30.0,0.6,6.7,0.1,0.0,3.0,6.2,1.4,1.0,2.06,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
sirup sunquick orange,PT.Lasallefood,0 g,45.0,0.0,11.0,0.0,11.0,0.0,0.0,2.09,0.0,3.38,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,59
kembang tahu rebus,Tidak Diketahui,0.80 g,90.0,10.7,4.7,4.0,0.0,0.0,0.0,4.19,17.83,1.45,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
indofood racik bumbu nasi goreng,Tidak Diketahui,0 g,0.0,0.0,4.0,0.0,2.0,1050.0,0.0,0.93,0.0,1.23,0.0,70.0,0.0,70.0,0.0,2.0,1.0,0.0,0.0,62
tahu telur,Tidak Diketahui,1.10 g,328.0,12.6,24.6,19.9,0.0,755.4,0.4,15.26,21.0,7.57,29.7,50.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
tempe bongkrek,Tidak Diketahui,146.30 g,119.0,4.4,18.3,3.5,0.0,0.0,0.0,5.53,7.33,5.63,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
royco ayam bumbu rujak,PT. Unilever Indonesia,0 g,10.0,0.0,2.0,0.0,2.0,0.0,0.0,0.47,0.0,0.62,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19
fitbar,PT.Sanghiang perkasa,1 g,90.0,3.0,14.0,2.5,4.0,0.0,1.0,4.19,5.0,4.31,3.73,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,18
tempe lamtoro var. gung tanpa kuit,Tidak Diketahui,1.10 g,131.0,18.0,13.0,0.8,0.0,0.0,1.3,6.09,30.0,4.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
oishi rasa udang pedas,Tidak Diketahui,0.50 g,12.5,1.0,8.0,1.5,1.0,95.0,0.5,2.33,1.67,2.46,2.24,6.33,4.0,7.0,0.0,3.0,0.0,0.0,0.0,30
"yoghurt, segar",Tidak Diketahui,2.20 g,52.0,3.3,4.0,2.5,0.0,40.0,0.0,2.42,5.5,1.23,3.73,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
"ikan kakatua, segar",Tidak Diketahui,1.30 g,82.0,11.4,6.4,1.2,0.0,90.0,0.0,3.81,19.0,1.97,1.79,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
es krim wall's double dutch,PT. Andrawina Darma Manunggal Mulya,1 g,150.0,3.0,18.0,7.0,9.0,0.0,1.0,6.98,5.0,5.54,10.45,0.0,0.0,0.0,0.0,6.0,7.0,11.0,0.0,37
bamboe tongseng,PT. Bamboe Indonesia,2 g,25.0,1.0,5.0,2.5,1.0,580.0,2.0,2.09,1.67,1.54,3.73,38.67,5.0,39.0,0.0,0.0,0.0,0.0,7.0,33
top sirloin,Tidak Diketahui,21.77 g,127.0,21.77,0.01,4.45,0.0,0.0,0.0,5.91,36.28,0.0,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
sambal terasi kokita,PT. Sekar Laut Tbk,1 g,30.0,1.0,5.0,1.0,1.0,0.0,0.0,1.4,1.67,1.54,1.49,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,46
susu mama minuman khusus ibu hamil & menyusui rasa cokelat,Tidak Diketahui,9 g,190.0,9.0,26.0,5.0,0.0,115.0,0.0,8.84,15.0,8.0,7.46,7.67,0.0,0.0,15.0,8.0,9.0,0.0,0.0,31
ubi jalar tinta / kemayung,Tidak Diketahui,1 g,108.0,0.5,25.6,0.4,0.0,1.0,4.2,5.02,0.83,7.88,0.6,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
cengkeh kering,Tidak Diketahui,5.20 g,330.0,5.2,57.4,8.9,0.0,282.0,10.0,15.35,8.67,17.66,13.28,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
kacang kedelai goreng,Tidak Diketahui,3.70 g,521.0,32.2,22.9,37.7,0.0,3492.0,7.6,24.23,53.67,7.05,56.27,232.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
monde boromon cookies,Tidak Diketahui,1 g,0.0,0.0,18.0,0.0,5.0,10.0,1.0,3.72,0.0,5.54,0.0,0.67,0.0,0.0,0.0,6.0,4.0,0.0,4.0,28
kfc extra crispy dada,PT. Fast food indonesia,35 g,530.0,35.0,18.0,35.0,0.0,0.0,0.0,24.65,58.33,5.54,52.24,0.0,0.0,0.0,59.0,0.0,25.0,53.0,0.0,62
mi abc cup mi ayam jamur,PT.Wings food,6 g,390.0,7.0,45.0,20.0,8.0,0.0,6.0,18.14,11.67,13.85,29.85,0.0,0.0,0.0,0.0,0.0,19.0,30.0,20.0,55
permen relaxa,PT. Aggel Langgeng,0 g,10.0,0.0,2.0,0.0,2.0,0.0,0.0,0.47,0.0,0.62,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,78
kopi good day chococinno,PT. Santos jaya abadi,1 g,98.0,1.0,17.0,2.0,0.0,15.0,0.0,4.56,1.67,5.23,2.99,1.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,58
pop ice taro,PT. Forisa Nusapersada,0 g,15.0,0.0,22.0,1.5,19.0,40.0,0.0,4.65,0.0,6.77,2.24,2.67,8.0,0.0,0.0,7.0,5.0,0.0,0.0,41
koro andong,Tidak Diketahui,3 g,356.0,20.5,61.6,4.1,0.0,18.0,7.0,16.56,34.17,18.95,6.12,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
"jeruk manis, segar",Tidak Diketahui,0.50 g,45.0,0.9,11.2,0.2,0.0,4.0,1.4,2.09,1.5,3.45,0.3,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
"ayam goreng kalasan, paha",Tidak Diketahui,2.90 g,275.0,37.4,1.3,12.2,0.0,176.0,0.0,12.79,62.33,0.4,18.21,11.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
bamboe lodeh,PT. Bamboe Indonesia,0 g,10.0,1.0,0.0,1.0,0.0,980.0,0.0,0.7,1.67,0.0,1.49,65.33,5.0,66.0,2.0,0.0,0.0,0.0,0.0,66
pizza hut meat lovers,PT. Sarimelati kencana Tbk,1 g,210.0,8.0,17.0,12.0,2.0,0.0,1.0,9.77,13.33,5.23,17.91,0.0,0.0,0.0,14.0,0.0,10.0,18.0,0.0,45
starbucks chocolate croissant,Tidak Diketahui,2 g,340.0,5.0,38.0,20.0,13.0,0.0,2.0,15.81,8.33,11.69,29.85,0.0,0.0,0.0,0.0,12.0,16.0,30.0,0.0,33
mie gaga goreng lada hitam,"PT. Jakarana tama, bogor",9 g,390.0,9.0,53.0,16.0,0.0,1150.0,0.0,18.14,15.0,16.31,23.88,76.67,0.0,77.0,0.0,0.0,19.0,24.0,0.0,35
spaghetti,Tidak Diketahui,2.10 g,139.0,7.4,22.6,2.1,0.0,0.0,0.0,6.47,12.33,6.95,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
eskrim walls feast vanila,PT. Andrawina Darma Manunggal Mulya,1 g,140.0,2.0,15.0,8.0,13.0,0.0,1.0,6.51,3.33,4.62,11.94,0.0,0.0,0.0,0.0,5.0,7.0,12.0,0.0,35
ham,Tidak Diketahui,5.80 g,384.0,16.9,0.3,35.0,0.0,112.0,0.0,17.86,28.17,0.09,52.24,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
es krim diamond durian,PT. Sukanda djaya,2 g,100.0,2.0,12.0,6.0,9.0,0.0,0.0,4.65,3.33,3.69,8.96,0.0,0.0,0.0,0.0,4.0,5.0,9.0,0.0,55
cold stone creamery oreo overload,Tidak Diketahui,1 g,910.0,12.0,115.0,49.0,92.0,0.0,1.0,42.33,20.0,35.38,73.13,0.0,0.0,0.0,0.0,36.0,43.0,74.0,0.0,20
kue thipan,Tidak Diketahui,0.40 g,247.0,2.9,49.5,4.2,0.0,95.0,0.0,11.49,4.83,15.23,6.27,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
dodol manado,Tidak Diketahui,1.20 g,373.0,4.3,51.9,16.5,0.0,35.0,0.4,17.35,7.17,15.97,24.63,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
ampas tahu kering,Tidak Diketahui,5.80 g,414.0,26.6,41.3,18.3,0.0,45.0,0.0,19.26,44.33,12.71,27.31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
dairy queen hot fudge sundae,Tidak Diketahui,1 g,430.0,9.0,66.0,15.0,52.0,0.0,1.0,20.0,15.0,20.31,22.39,0.0,0.0,0.0,0.0,21.0,20.0,23.0,0.0,32
